Timestamp,Presion_hPa,Temp_Motor_C,Luminosidad_RAW,Distancia_cm,Estado_Operacion
2025-11-17 00:42:38.322145,903.24,25.29,0,79.57,0
2025-11-17 00:42:48.322145,915.46,30.53,0,54.11,0
2025-11-17 00:42:58.322145,919.62,27.47,1,68.35,1
2025-11-17 00:43:08.322145,909.8,36.72,1,18.67,1
2025-11-17 00:43:18.322145,903.46,29.66,0,43.26,0
2025-11-17 00:43:28.322145,914.34,26.65,0,79.75,0
2025-11-17 00:43:38.322145,902.6,31.05,0,59.04,0
2025-11-17 00:43:48.322145,918.98,33.45,1,39.21,1
2025-11-17 00:43:58.322145,903.78,38.16,1,34.58,1
2025-11-17 00:44:08.322145,908.51,33.97,0,74.14,0
2025-11-17 00:44:18.322145,912.42,32.64,0,105.33,0
2025-11-17 00:44:28.322145,919.23,29.65,1,110.28,1
2025-11-17 00:44:38.322145,917.72,31.09,0,61.16,0
2025-11-17 00:44:48.322145,905.7,25.27,1,98.43,1
2025-11-17 00:44:58.322145,905.22,37.91,1,40.06,1
2025-11-17 00:45:08.322145,915.85,37.04,1,46.04,1
2025-11-17 00:45:18.322145,917.54,28.26,1,64.62,1
2025-11-17 00:45:28.322145,900.25,38.07,0,25.15,0
2025-11-17 00:45:38.322145,909.49,34.39,0,30.58,0
2025-11-17 00:45:48.322145,917.66,31.39,0,29.98,0
2025-11-17 00:45:58.322145,915.28,34.78,0,36.63,0
2025-11-17 00:46:08.322145,907.22,32.15,0,60.88,0
2025-11-17 00:46:18.322145,919.72,30.89,0,25.25,0
2025-11-17 00:46:28.322145,914.71,33.29,1,19.27,1
2025-11-17 00:46:38.322145,902.09,38.5,0,51.43,0
2025-11-17 00:46:48.322145,918.82,26.19,1,21.73,1
2025-11-17 00:46:58.322145,910.69,32.27,1,57.19,1
2025-11-17 00:47:08.322145,900.12,29.41,0,110.14,0
2025-11-17 00:47:18.322145,915.58,28.83,0,44.88,0
2025-11-17 00:47:28.322145,914.01,31.71,0,15.41,0
2025-11-17 00:47:38.322145,901.41,37.2,1,90.63,1
2025-11-17 00:47:48.322145,906.74,28.84,1,61.65,1
2025-11-17 00:47:58.322145,903.75,33.73,1,79.5,1
2025-11-17 00:48:08.322145,918.5,28.85,1,112.14,1
2025-11-17 00:48:18.322145,904.29,37.61,1,15.32,1
2025-11-17 00:48:28.322145,906.23,33.22,0,72.74,0
2025-11-17 00:48:38.322145,908.84,35.28,0,108.14,0
2025-11-17 00:48:48.322145,909.48,37.64,1,14.07,1
2025-11-17 00:48:58.322145,903.94,25.14,1,40.91,1
2025-11-17 00:49:08.322145,906.74,35.0,0,60.94,0
2025-11-17 00:49:18.322145,919.29,29.13,0,62.41,0
2025-11-17 00:49:28.322145,915.9,30.9,1,63.87,1
2025-11-17 00:49:38.322145,900.67,27.48,1,51.83,1
2025-11-17 00:49:48.322145,909.47,29.94,0,96.48,0
2025-11-17 00:49:58.322145,907.38,38.57,0,105.92,0
2025-11-17 00:50:08.322145,914.75,34.83,1,109.36,1
2025-11-17 00:50:18.322145,903.98,32.7,0,50.9,0
2025-11-17 00:50:28.322145,913.94,29.77,1,22.71,1
2025-11-17 00:50:38.322145,912.68,35.05,1,21.67,1
2025-11-17 00:50:48.322145,919.49,26.56,0,32.44,0
2025-11-17 00:50:58.322145,915.43,39.36,1,62.69,1
2025-11-17 00:51:08.322145,906.63,35.7,0,25.53,0
2025-11-17 00:51:18.322145,908.45,26.1,0,39.29,0
2025-11-17 00:51:28.322145,901.59,28.22,1,53.02,1
2025-11-17 00:51:38.322145,904.97,33.63,1,22.88,1
2025-11-17 00:51:48.322145,915.18,35.62,0,98.09,0
2025-11-17 00:51:58.322145,902.51,33.87,1,33.57,1
2025-11-17 00:52:08.322145,919.18,31.6,1,33.03,1
2025-11-17 00:52:18.322145,912.2,36.13,0,53.16,0
2025-11-17 00:52:28.322145,900.04,35.92,0,77.6,0
2025-11-17 00:52:38.322145,903.95,30.61,1,101.4,1
2025-11-17 00:52:48.322145,901.62,31.28,1,84.52,1
2025-11-17 00:52:58.322145,910.76,38.12,1,86.36,1
2025-11-17 00:53:08.322145,902.36,35.88,0,33.94,0
2025-11-17 00:53:18.322145,907.16,39.68,1,47.65,1
2025-11-17 00:53:28.322145,912.79,28.71,0,84.1,0
2025-11-17 00:53:38.322145,906.26,39.67,0,91.71,0
2025-11-17 00:53:48.322145,909.53,31.21,1,90.93,1
2025-11-17 00:53:58.322145,919.94,26.97,0,102.54,0
2025-11-17 00:54:08.322145,915.9,29.73,1,96.22,1
2025-11-17 00:54:18.322145,914.83,39.87,1,36.72,1
2025-11-17 00:54:28.322145,901.28,29.18,0,91.03,0
2025-11-17 00:54:38.322145,905.86,29.0,0,58.8,0
2025-11-17 00:54:48.322145,914.9,32.48,1,64.74,1
2025-11-17 00:54:58.322145,913.59,35.18,1,88.31,1
2025-11-17 00:55:08.322145,912.6,30.77,1,111.14,1
2025-11-17 00:55:18.322145,901.29,35.88,1,101.04,1
2025-11-17 00:55:28.322145,905.82,28.88,1,101.79,1
2025-11-17 00:55:38.322145,905.73,26.79,0,40.22,0
2025-11-17 00:55:48.322145,902.25,31.05,1,31.85,1
2025-11-17 00:55:58.322145,910.86,29.89,0,83.12,0
2025-11-17 00:56:08.322145,909.29,30.35,0,46.26,0
2025-11-17 00:56:18.322145,912.25,32.7,0,90.41,0
2025-11-17 00:56:28.322145,909.64,34.81,1,55.04,1
2025-11-17 00:56:38.322145,919.66,28.1,1,17.57,1
2025-11-17 00:56:48.322145,905.21,36.77,1,42.39,1
2025-11-17 00:56:58.322145,902.05,39.95,0,111.93,0
2025-11-17 00:57:08.322145,905.32,39.0,1,34.49,1
2025-11-17 00:57:18.322145,905.06,39.28,1,42.44,1
2025-11-17 00:57:28.322145,909.84,35.56,1,113.34,1
2025-11-17 00:57:38.322145,907.31,28.94,0,43.55,0
2025-11-17 00:57:48.322145,901.05,26.62,1,106.98,1
2025-11-17 00:57:58.322145,905.8,31.75,1,23.27,1
2025-11-17 00:58:08.322145,903.42,32.21,0,36.29,0
2025-11-17 00:58:18.322145,919.75,32.81,1,100.83,1
2025-11-17 00:58:28.322145,906.68,30.79,1,45.71,1
2025-11-17 00:58:38.322145,914.28,35.08,1,96.4,1
2025-11-17 00:58:48.322145,904.48,28.33,1,41.81,1
2025-11-17 00:58:58.322145,912.27,32.59,0,26.13,0
2025-11-17 00:59:08.322145,904.57,32.23,0,45.75,0
2025-11-17 00:59:18.322145,915.36,39.62,1,98.9,1
2025-11-17 00:59:28.322145,909.42,37.87,0,48.84,0
2025-11-17 00:59:38.322145,906.6,36.15,0,62.76,0
2025-11-17 00:59:48.322145,907.44,32.6,1,72.34,1
2025-11-17 00:59:58.322145,918.47,30.18,0,20.36,0
2025-11-17 01:00:08.322145,910.32,37.28,1,57.21,1
2025-11-17 01:00:18.322145,910.81,31.46,1,55.34,1
2025-11-17 01:00:28.322145,908.91,37.69,1,67.23,1
2025-11-17 01:00:38.322145,918.1,28.0,1,49.77,1
2025-11-17 01:00:48.322145,901.71,39.28,1,111.95,1
2025-11-17 01:00:58.322145,904.06,29.54,1,112.52,1
2025-11-17 01:01:08.322145,905.35,28.28,1,69.89,1
2025-11-17 01:01:18.322145,904.5,30.34,1,114.2,1
2025-11-17 01:01:28.322145,910.3,32.4,0,75.84,0
2025-11-17 01:01:38.322145,910.58,26.13,0,32.67,0
2025-11-17 01:01:48.322145,913.55,38.51,1,61.14,1
2025-11-17 01:01:58.322145,900.12,32.31,1,22.31,1
2025-11-17 01:02:08.322145,903.48,26.2,0,43.25,0
2025-11-17 01:02:18.322145,915.2,26.44,0,58.45,0
2025-11-17 01:02:28.322145,913.14,36.4,0,30.19,0
2025-11-17 01:02:38.322145,917.95,29.16,0,50.57,0
2025-11-17 01:02:48.322145,919.57,26.86,0,18.58,0
2025-11-17 01:02:58.322145,915.35,26.29,1,114.01,1
2025-11-17 01:03:08.322145,916.3,37.31,1,64.62,1
2025-11-17 01:03:18.322145,916.55,35.31,0,64.51,0
2025-11-17 01:03:28.322145,913.8,28.43,0,14.62,0
2025-11-17 01:03:38.322145,901.03,30.19,1,58.25,1
2025-11-17 01:03:48.322145,909.71,36.84,1,78.35,1
2025-11-17 01:03:58.322145,900.59,27.64,0,13.66,0
2025-11-17 01:04:08.322145,905.76,28.12,1,14.67,1
2025-11-17 01:04:18.322145,903.39,34.09,1,72.27,1
2025-11-17 01:04:28.322145,906.2,37.7,1,16.59,1
2025-11-17 01:04:38.322145,915.72,36.58,1,75.83,1
2025-11-17 01:04:48.322145,908.92,32.0,0,35.4,0
2025-11-17 01:04:58.322145,909.81,30.05,1,103.21,1
2025-11-17 01:05:08.322145,906.05,37.41,1,73.71,1
2025-11-17 01:05:18.322145,909.17,32.74,1,66.04,1
2025-11-17 01:05:28.322145,910.04,30.53,1,74.37,1
2025-11-17 01:05:38.322145,903.63,34.07,1,42.42,1
2025-11-17 01:05:48.322145,913.98,32.83,1,93.51,1
2025-11-17 01:05:58.322145,913.26,26.52,1,67.72,1
2025-11-17 01:06:08.322145,909.8,33.34,0,112.45,0
2025-11-17 01:06:18.322145,913.28,35.12,0,108.75,0
2025-11-17 01:06:28.322145,916.91,37.38,1,36.5,1
2025-11-17 01:06:38.322145,909.52,29.59,1,75.55,1
2025-11-17 01:06:48.322145,900.93,39.32,1,63.57,1
2025-11-17 01:06:58.322145,901.83,31.59,1,80.06,1
2025-11-17 01:07:08.322145,910.46,28.92,1,97.55,1
2025-11-17 01:07:18.322145,911.69,39.76,0,33.72,0
2025-11-17 01:07:28.322145,906.98,32.78,1,15.63,1
2025-11-17 01:07:38.322145,916.4,35.28,1,24.59,1
2025-11-17 01:07:48.322145,918.48,26.15,1,38.42,1
2025-11-17 01:07:58.322145,902.96,27.5,1,99.64,1
2025-11-17 01:08:08.322145,907.03,36.01,1,22.01,1
2025-11-17 01:08:18.322145,917.52,36.87,1,113.01,1
2025-11-17 01:08:28.322145,905.31,28.02,1,73.08,1
2025-11-17 01:08:38.322145,902.9,30.78,0,102.41,0
2025-11-17 01:08:48.322145,919.2,35.32,0,23.28,0
2025-11-17 01:08:58.322145,914.0,27.74,0,79.64,0
2025-11-17 01:09:08.322145,910.96,28.7,1,51.5,1
2025-11-17 01:09:18.322145,916.11,33.96,1,73.59,1
2025-11-17 01:09:28.322145,908.5,36.94,1,69.32,1
2025-11-17 01:09:38.322145,910.37,34.23,1,53.93,1
2025-11-17 01:09:48.322145,904.05,30.27,1,43.58,1
2025-11-17 01:09:58.322145,914.32,36.4,0,21.48,0
2025-11-17 01:10:08.322145,907.46,35.85,0,93.13,0
2025-11-17 01:10:18.322145,913.46,38.21,1,105.95,1
2025-11-17 01:10:28.322145,901.82,25.49,0,49.7,0
2025-11-17 01:10:38.322145,910.99,28.57,1,39.51,1
2025-11-17 01:10:48.322145,906.39,25.83,0,16.81,0
2025-11-17 01:10:58.322145,907.4,31.36,0,111.6,0
2025-11-17 01:11:08.322145,906.49,28.89,0,13.98,0
2025-11-17 01:11:18.322145,905.21,29.22,1,46.42,1
2025-11-17 01:11:28.322145,900.89,29.66,1,64.63,1
2025-11-17 01:11:38.322145,902.81,37.15,0,30.32,0
2025-11-17 01:11:48.322145,903.99,29.1,1,30.78,1
2025-11-17 01:11:58.322145,908.58,39.16,1,20.98,1
2025-11-17 01:12:08.322145,906.92,37.4,0,22.94,0
2025-11-17 01:12:18.322145,910.16,32.23,1,17.69,1
2025-11-17 01:12:28.322145,910.49,25.33,1,105.66,1
2025-11-17 01:12:38.322145,910.84,28.93,0,35.16,0
2025-11-17 01:12:48.322145,904.26,29.34,0,89.74,0
2025-11-17 01:12:58.322145,916.26,28.11,1,55.11,1
2025-11-17 01:13:08.322145,915.94,33.56,1,40.03,1
2025-11-17 01:13:18.322145,918.75,36.25,0,104.92,0
2025-11-17 01:13:28.322145,911.99,35.99,1,83.84,1
2025-11-17 01:13:38.322145,901.92,36.3,1,86.59,1
2025-11-17 01:13:48.322145,903.62,37.49,0,93.61,0
2025-11-17 01:13:58.322145,904.39,27.29,1,88.49,1
2025-11-17 01:14:08.322145,905.13,27.73,0,43.47,0
2025-11-17 01:14:18.322145,915.91,38.4,0,106.83,0
2025-11-17 01:14:28.322145,916.35,35.88,0,20.36,0
2025-11-17 01:14:38.322145,901.66,36.87,1,79.06,1
2025-11-17 01:14:48.322145,915.81,38.12,1,59.65,1
2025-11-17 01:14:58.322145,912.51,36.48,1,15.35,1
2025-11-17 01:15:08.322145,914.89,34.68,1,42.39,1
2025-11-17 01:15:18.322145,901.23,34.17,1,48.31,1
2025-11-17 01:15:28.322145,916.67,32.72,1,95.88,1
2025-11-17 01:15:38.322145,903.04,33.15,1,82.33,1
2025-11-17 01:15:48.322145,918.02,37.75,1,93.92,1
2025-11-17 01:15:58.322145,907.28,28.92,1,101.84,1
2025-11-17 01:16:08.322145,904.31,35.56,0,28.39,0
2025-11-17 01:16:18.322145,900.18,25.56,1,105.14,1
2025-11-17 01:16:28.322145,911.2,30.57,1,15.16,1
2025-11-17 01:16:38.322145,900.56,25.22,1,74.45,1
2025-11-17 01:16:48.322145,902.45,31.79,1,105.62,1
2025-11-17 01:16:58.322145,901.97,31.69,0,80.59,0
2025-11-17 01:17:08.322145,901.92,37.16,0,80.6,0
2025-11-17 01:17:18.322145,916.49,28.58,1,25.16,1
2025-11-17 01:17:28.322145,907.35,33.87,1,73.09,1
2025-11-17 01:17:38.322145,911.38,39.48,1,24.39,1
2025-11-17 01:17:48.322145,909.11,33.82,1,70.21,1
2025-11-17 01:17:58.322145,909.6,30.06,0,79.95,0
2025-11-17 01:18:08.322145,902.01,29.01,0,60.25,0
2025-11-17 01:18:18.322145,905.84,37.1,0,85.27,0
2025-11-17 01:18:28.322145,901.53,35.82,0,73.37,0
2025-11-17 01:18:38.322145,909.98,36.34,1,64.06,1
2025-11-17 01:18:48.322145,911.27,30.01,0,50.51,0
2025-11-17 01:18:58.322145,914.63,36.94,0,50.13,0
2025-11-17 01:19:08.322145,914.53,36.01,1,76.12,1
2025-11-17 01:19:18.322145,915.14,30.51,1,92.71,1
2025-11-17 01:19:28.322145,910.49,34.13,1,60.19,1
2025-11-17 01:19:38.322145,905.14,36.26,1,49.44,1
2025-11-17 01:19:48.322145,908.76,34.85,1,31.67,1
2025-11-17 01:19:58.322145,908.81,29.62,1,99.82,1
2025-11-17 01:20:08.322145,910.6,31.61,0,97.99,0
2025-11-17 01:20:18.322145,907.91,28.59,1,14.36,1
2025-11-17 01:20:28.322145,913.98,39.27,1,23.49,1
2025-11-17 01:20:38.322145,916.34,38.45,0,72.79,0
2025-11-17 01:20:48.322145,917.12,28.28,1,49.07,1
2025-11-17 01:20:58.322145,908.26,28.09,1,22.73,1
2025-11-17 01:21:08.322145,908.94,28.2,0,97.11,0
2025-11-17 01:21:18.322145,903.99,25.32,0,74.78,0
2025-11-17 01:21:28.322145,909.31,39.1,0,110.0,0
2025-11-17 01:21:38.322145,913.61,36.89,1,97.2,1
2025-11-17 01:21:48.322145,915.68,30.34,0,114.12,0
2025-11-17 01:21:58.322145,911.91,38.26,0,41.05,0
2025-11-17 01:22:08.322145,904.82,28.85,0,74.23,0
2025-11-17 01:22:18.322145,916.87,32.14,0,33.1,0
2025-11-17 01:22:28.322145,917.71,28.1,1,20.09,1
2025-11-17 01:22:38.322145,914.48,27.19,1,88.18,1
2025-11-17 01:22:48.322145,900.27,29.88,1,103.53,1
2025-11-17 01:22:58.322145,915.29,39.74,0,12.78,0
2025-11-17 01:23:08.322145,918.09,35.92,0,17.14,0
2025-11-17 01:23:18.322145,902.25,33.71,0,77.87,0
2025-11-17 01:23:28.322145,906.68,29.15,1,17.52,1
2025-11-17 01:23:38.322145,904.41,39.24,1,47.81,1
2025-11-17 01:23:48.322145,912.75,37.65,1,111.24,1
2025-11-17 01:23:58.322145,900.77,29.44,0,57.36,0
2025-11-17 01:24:08.322145,911.13,39.22,1,68.64,1
2025-11-17 01:24:18.322145,914.31,29.78,0,85.16,0
2025-11-17 01:24:28.322145,911.68,39.25,1,30.95,1
2025-11-17 01:24:38.322145,902.31,38.76,1,59.59,1
2025-11-17 01:24:48.322145,917.67,28.22,1,37.32,1
2025-11-17 01:24:58.322145,901.08,38.94,1,102.61,1
2025-11-17 01:25:08.322145,911.64,36.01,1,98.81,1
2025-11-17 01:25:18.322145,909.17,27.88,0,114.7,0
2025-11-17 01:25:28.322145,907.41,29.07,1,25.1,1
2025-11-17 01:25:38.322145,916.45,35.95,0,80.06,0
2025-11-17 01:25:48.322145,919.5,25.42,1,72.92,1
2025-11-17 01:25:58.322145,910.67,32.17,1,108.29,1
2025-11-17 01:26:08.322145,904.73,35.2,1,20.56,1
2025-11-17 01:26:18.322145,918.31,27.44,0,80.97,0
2025-11-17 01:26:28.322145,919.8,35.91,1,70.54,1
2025-11-17 01:26:38.322145,909.51,30.85,1,31.99,1
2025-11-17 01:26:48.322145,910.75,26.15,1,25.96,1
2025-11-17 01:26:58.322145,906.62,35.03,1,56.74,1
2025-11-17 01:27:08.322145,912.78,35.86,1,15.03,1
2025-11-17 01:27:18.322145,904.9,35.43,1,56.31,1
2025-11-17 01:27:28.322145,916.2,31.73,1,37.84,1
2025-11-17 01:27:38.322145,907.29,25.62,0,64.33,0
2025-11-17 01:27:48.322145,912.46,33.32,0,24.82,0
2025-11-17 01:27:58.322145,904.79,26.96,0,84.99,0
2025-11-17 01:28:08.322145,909.28,36.96,1,38.49,1
2025-11-17 01:28:18.322145,914.82,33.05,1,63.34,1
2025-11-17 01:28:28.322145,905.21,39.13,1,58.21,1
2025-11-17 01:28:38.322145,905.53,25.07,0,18.15,0
2025-11-17 01:28:48.322145,902.0,36.38,0,94.42,0
2025-11-17 01:28:58.322145,913.98,32.71,1,78.66,1
2025-11-17 01:29:08.322145,912.9,32.13,0,43.54,0
2025-11-17 01:29:18.322145,910.62,33.76,1,93.23,1
2025-11-17 01:29:28.322145,911.25,39.32,1,34.79,1
2025-11-17 01:29:38.322145,906.0,37.55,0,36.27,0
2025-11-17 01:29:48.322145,915.33,29.57,1,57.81,1
2025-11-17 01:29:58.322145,918.89,37.84,1,17.45,1
2025-11-17 01:30:08.322145,919.06,37.92,0,102.24,0
2025-11-17 01:30:18.322145,912.75,30.14,1,63.75,1
2025-11-17 01:30:28.322145,901.0,36.05,0,70.63,0
2025-11-17 01:30:38.322145,904.79,36.06,1,86.43,1
2025-11-17 01:30:48.322145,906.51,34.55,1,84.63,1
2025-11-17 01:30:58.322145,909.42,35.05,1,14.97,1
2025-11-17 01:31:08.322145,901.92,33.58,0,68.96,0
2025-11-17 01:31:18.322145,916.64,31.7,1,31.44,1
2025-11-17 01:31:28.322145,904.35,34.52,1,58.75,1
2025-11-17 01:31:38.322145,914.47,38.37,0,86.39,0
2025-11-17 01:31:48.322145,910.82,27.64,1,22.2,1
2025-11-17 01:31:58.322145,915.92,36.05,0,57.11,0
2025-11-17 01:32:08.322145,913.04,37.36,0,27.97,0
2025-11-17 01:32:18.322145,906.3,35.01,1,55.89,1
2025-11-17 01:32:28.322145,917.32,37.33,1,94.15,1
2025-11-17 01:32:38.322145,915.16,39.14,1,38.24,1
2025-11-17 01:32:48.322145,919.26,34.79,0,110.04,0
2025-11-17 01:32:58.322145,914.27,28.86,1,20.58,1
2025-11-17 01:33:08.322145,912.19,30.03,1,37.68,1
2025-11-17 01:33:18.322145,907.22,37.97,0,31.09,0
2025-11-17 01:33:28.322145,918.17,28.26,0,47.19,0
2025-11-17 01:33:38.322145,912.27,31.23,0,58.93,0
2025-11-17 01:33:48.322145,913.65,26.2,1,49.88,1
2025-11-17 01:33:58.322145,913.42,39.48,1,62.09,1
2025-11-17 01:34:08.322145,905.16,32.43,1,23.58,1
2025-11-17 01:34:18.322145,914.69,26.95,1,76.61,1
2025-11-17 01:34:28.322145,914.22,33.08,1,109.19,1
2025-11-17 01:34:38.322145,916.0,30.14,0,76.82,0
2025-11-17 01:34:48.322145,914.59,35.11,0,60.07,0
2025-11-17 01:34:58.322145,914.76,26.81,1,15.41,1
2025-11-17 01:35:08.322145,916.51,34.47,1,48.61,1
2025-11-17 01:35:18.322145,910.37,34.81,1,58.96,1
2025-11-17 01:35:28.322145,912.93,30.39,1,93.52,1
2025-11-17 01:35:38.322145,909.42,26.56,1,43.35,1
2025-11-17 01:35:48.322145,907.18,34.72,1,96.69,1
2025-11-17 01:35:58.322145,913.81,28.21,1,26.19,1
2025-11-17 01:36:08.322145,904.47,31.84,1,67.31,1
2025-11-17 01:36:18.322145,916.42,38.43,0,65.21,0
2025-11-17 01:36:28.322145,903.88,28.5,1,93.91,1
2025-11-17 01:36:38.322145,916.02,37.8,1,84.06,1
2025-11-17 01:36:48.322145,910.66,34.01,1,32.32,1
2025-11-17 01:36:58.322145,905.52,30.88,0,53.74,0
2025-11-17 01:37:08.322145,905.93,30.39,0,40.32,0
2025-11-17 01:37:18.322145,909.78,30.99,1,95.89,1
2025-11-17 01:37:28.322145,911.72,32.97,0,19.52,0
2025-11-17 01:37:38.322145,913.6,36.25,0,63.2,0
2025-11-17 01:37:48.322145,916.28,28.21,1,81.49,1
2025-11-17 01:37:58.322145,910.81,37.8,0,66.78,0
2025-11-17 01:38:08.322145,916.75,37.6,1,70.14,1
2025-11-17 01:38:18.322145,910.62,36.64,1,110.78,1
2025-11-17 01:38:28.322145,908.85,39.32,0,59.71,0
2025-11-17 01:38:38.322145,905.68,31.74,1,27.14,1
2025-11-17 01:38:48.322145,918.4,39.49,1,16.21,1
2025-11-17 01:38:58.322145,919.01,26.33,0,69.83,0
2025-11-17 01:39:08.322145,917.44,37.95,0,54.13,0
2025-11-17 01:39:18.322145,901.87,34.25,1,37.82,1
2025-11-17 01:39:28.322145,914.12,26.14,1,67.67,1
2025-11-17 01:39:38.322145,909.01,27.24,0,74.85,0
2025-11-17 01:39:48.322145,919.06,39.8,1,65.47,1
2025-11-17 01:39:58.322145,911.75,39.21,1,33.39,1
2025-11-17 01:40:08.322145,905.27,25.98,1,110.78,1
2025-11-17 01:40:18.322145,900.82,30.78,0,65.96,0
2025-11-17 01:40:28.322145,915.95,37.08,1,75.79,1
2025-11-17 01:40:38.322145,903.77,37.65,1,45.8,1
2025-11-17 01:40:48.322145,908.79,25.02,1,74.09,1
2025-11-17 01:40:58.322145,903.62,35.16,1,73.6,1
2025-11-17 01:41:08.322145,909.39,29.64,0,69.33,0
2025-11-17 01:41:18.322145,910.43,39.95,0,48.86,0
2025-11-17 01:41:28.322145,908.22,27.8,1,100.42,1
2025-11-17 01:41:38.322145,903.4,39.51,0,102.59,0
2025-11-17 01:41:48.322145,918.85,29.2,1,61.19,1
2025-11-17 01:41:58.322145,900.68,31.58,1,94.75,1
2025-11-17 01:42:08.322145,909.33,32.03,1,85.16,1
2025-11-17 01:42:18.322145,915.86,34.62,0,53.18,0
2025-11-17 01:42:28.322145,917.4,28.55,1,99.36,1
2025-11-17 01:42:38.322145,919.82,33.1,1,33.61,1
2025-11-17 01:42:48.322145,906.33,39.32,1,42.65,1
2025-11-17 01:42:58.322145,906.32,27.91,1,104.08,1
2025-11-17 01:43:08.322145,919.03,38.99,1,20.47,1
2025-11-17 01:43:18.322145,902.29,27.38,1,59.63,1
2025-11-17 01:43:28.322145,900.36,37.12,0,114.41,0
2025-11-17 01:43:38.322145,911.44,26.58,0,114.86,0
2025-11-17 01:43:48.322145,914.4,29.16,0,47.58,0
2025-11-17 01:43:58.322145,913.62,34.76,1,82.44,1
2025-11-17 01:44:08.322145,917.38,30.89,0,17.9,0
